time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
245973118,0,1,7,0,0,-829,538,-177,201,-55,-12,-830,543,-175,73,-189,-6,0,15,2,2625,live,unknown
245993118,20000,1,7,1,0,-829,545,-178,-6,-262,-37,-829,542,-181,-43,-256,-98,0,15,2,1433,live,unknown
246013117,19999,1,7,2,0,-833,528,-182,-6,-281,-195,-829,542,-181,-43,-256,-98,0,3,1,8155,live,unknown
246035721,22604,1,7,3,0,-828,535,-190,220,-385,-226,-821,540,-189,372,-275,-293,0,15,2605,5751,live,unknown
246056317,20596,1,7,4,0,-821,536,-165,549,-79,-366,-819,530,-129,299,31,-391,0,15,3201,3867,live,unknown
246074794,18477,1,7,5,0,-813,532,-135,-543,-49,-299,-821,530,-181,-763,-250,-165,0,15,1678,4189,live,unknown
246093921,19127,1,7,6,0,-837,512,-210,-55,-330,-171,-839,502,-199,433,-146,-244,0,15,805,3754,live,unknown
246113117,19196,1,7,7,0,-834,512,-180,232,-49,-244,-833,519,-182,-177,-189,-177,0,15,1,3415,live,unknown
246133118,20001,1,7,8,0,-837,510,-206,-189,-336,-159,-840,503,-224,214,-189,-208,0,15,2,2105,live,unknown
246153157,20039,1,7,9,0,-830,509,-183,854,433,-238,-840,503,-224,214,-189,-208,0,3,41,8140,live,unknown
246175713,22556,1,7,10,0,-820,546,-139,-183,-92,-140,-818,539,-169,-519,-73,-214,0,15,2597,6505,live,unknown
246197125,21412,1,7,11,0,-821,524,-193,-256,208,-256,-829,509,-186,-85,153,-98,0,15,4009,3872,live,unknown
246215721,18596,1,7,12,0,-839,498,-185,-195,-128,159,-847,494,-190,-208,-275,208,0,15,2605,4008,live,unknown
246234625,18904,1,7,13,0,-846,504,-186,-281,-385,140,-840,513,-188,-323,-275,104,0,15,1509,3852,live,unknown
246253317,18692,1,7,14,0,-839,515,-186,-244,-43,24,-842,516,-179,-189,-12,0,0,15,201,4011,live,unknown
246273118,19801,1,7,15,0,-845,517,-177,-140,-146,98,-848,518,-184,-153,-262,195,0,15,2,2903,live,unknown
246293118,20000,1,7,16,0,-847,524,-193,-24,-195,189,-843,530,-192,250,18,110,0,15,2,1703,live,unknown
246313118,20000,1,7,17,0,-837,525,-158,372,366,-37,-843,530,-192,250,18,110,0,3,2,8152,live,unknown
246335431,22313,1,7,18,0,-846,519,-184,281,-31,-104,-853,505,-162,342,-134,-226,0,15,2315,6275,live,unknown
246356694,21263,1,7,19,0,-850,519,-133,-67,-281,-208,-842,542,-130,-745,-653,-12,0,15,3578,3866,live,unknown
246375494,18800,1,7,20,0,-842,533,-152,-1141,-1019,92,-848,511,-195,-940,-903,-85,0,15,2378,3755,live,unknown
246394309,18815,1,7,21,0,-850,500,-224,-165,-287,-415,-849,505,-213,623,287,-702,0,15,1193,3740,live,unknown
246413117,18808,1,7,22,0,-843,516,-175,916,470,-745,-835,522,-141,647,189,-604,0,15,1,3732,live,unknown
