time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
584476348,0,1,31,0,0,-978,55,-154,-177,-201,61,-979,55,-158,-171,-208,73,0,15,2,3169,live,unknown
584496348,20000,1,31,1,0,-979,53,-163,-134,-214,98,-980,56,-165,-61,-165,128,0,15,2,1971,live,unknown
584516348,20000,1,31,2,0,-987,65,-147,55,-116,183,-980,56,-165,-61,-165,128,0,3,2,8145,live,unknown
584538715,22367,1,31,3,0,-982,51,-125,24,-305,-18,-986,51,-123,-79,-513,-134,0,15,2369,6458,live,unknown
584559713,20998,1,31,4,0,-992,63,-140,-275,-494,0,-992,67,-154,-439,-275,269,0,15,3367,4255,live,unknown
584578513,18800,1,31,5,0,-985,56,-152,-446,-189,360,-976,40,-140,-275,-275,214,0,15,2167,4255,live,unknown
584597624,19111,1,31,6,0,-978,32,-129,-73,-500,-6,-991,39,-135,12,-623,-92,0,15,1278,3827,live,unknown
584616348,18724,1,31,7,0,-1005,59,-148,-67,-470,73,-1006,71,-152,-146,-256,262,0,15,2,3890,live,unknown
584636348,20000,1,31,8,0,-999,71,-143,-110,-159,256,-1000,72,-131,-43,-183,189,0,15,2,2635,live,unknown
584656347,19999,1,31,9,0,-1003,76,-128,-49,-171,208,-1002,78,-133,-92,-98,269,0,15,1,1377,live,unknown
584676348,20001,1,31,10,0,-991,78,-136,-146,73,220,-1002,78,-133,-92,-98,269,0,3,2,8038,live,unknown
584698831,22483,1,31,11,0,-983,69,-98,-275,-37,49,-979,65,-117,-305,43,-79,0,15,2485,5951,live,unknown
584719213,20382,1,31,12,0,-978,59,-146,-201,275,-134,-978,50,-141,-140,366,-104,0,15,2867,4199,live,unknown
584738431,19218,1,31,13,0,-979,46,-122,-250,110,-37,-979,46,-127,-323,-122,-79,0,15,2085,3782,live,unknown
584757013,18582,1,31,14,0,-978,45,-146,-317,-24,-232,-980,47,-156,-262,128,-354,0,15,667,3960,live,unknown
584776347,19334,1,31,15,0,-984,50,-155,-195,116,-421,-986,53,-149,-140,37,-476,0,15,1,3464,live,unknown
584796358,20011,1,31,16,0,-987,57,-142,-85,-12,-513,-987,59,-135,-85,-37,-531,0,15,12,2253,live,unknown
584816348,19990,1,31,17,0,-986,56,-131,-177,-128,-525,-987,53,-129,-85,-37,-531,0,7,2,8059,live,unknown
584839124,22776,1,31,18,0,-993,47,-131,-177,-195,-446,-994,48,-132,-153,-171,-397,0,15,2778,6440,live,unknown
584860810,21686,1,31,19,0,-992,50,-134,-134,-140,-348,-990,54,-136,-110,-98,-311,0,15,4464,3552,live,unknown
584879412,18602,1,31,20,0,-988,60,-139,-67,-61,-269,-985,62,-145,-43,-31,-208,0,15,3066,3643,live,unknown
584897938,18526,1,31,21,0,-984,63,-152,-43,12,-146,-984,67,-155,-18,49,-79,0,15,1592,3968,live,unknown
584916524,18586,1,31,22,0,-982,76,-156,12,43,6,-979,84,-153,18,67,98,0,15,178,4131,live,unknown
584936347,19823,1,31,23,0,-976,80,-143,-85,116,189,-973,71,-129,-128,128,153,0,15,1,3055,live,unknown
584956348,20001,1,31,24,0,-972,76,-146,31,134,128,-969,79,-169,293,391,238,0,15,2,1842,live,unknown
584976348,20000,1,31,25,0,-971,72,-104,-128,195,391,-969,79,-169,293,391,238,0,3,2,8067,live,unknown
584998814,22466,1,31,26,0,-968,71,-141,134,122,342,-968,70,-136,37,256,342,0,15,2468,6214,live,unknown
585019635,20821,1,31,27,0,-973,69,-124,-24,92,372,-977,66,-123,18,-73,348,0,15,3289,4137,live,unknown
585038335,18700,1,31,28,0,-980,62,-128,140,-104,287,-982,61,-130,189,-92,226,0,15,1989,4294,live,unknown
585057597,19262,1,31,29,0,-985,66,-128,140,-110,208,-988,71,-127,110,-159,195,0,15,1251,3766,live,unknown
585076497,18900,1,31,30,0,-992,74,-131,98,-201,183,-994,74,-136,67,-177,146,0,15,151,3654,live,unknown
585096347,19850,1,31,31,0,-994,72,-138,43,-140,116,-990,71,-137,31,-116,92,0,15,1,2609,live,unknown
585116348,20001,1,31,32,0,-986,71,-136,18,-104,85,-983,71,-137,12,-73,85,0,15,2,1316,live,unknown
585136347,19999,1,31,33,0,-982,71,-139,43,-31,61,-983,71,-137,12,-73,85,0,3,1,8064,live,unknown
585158494,22147,1,31,34,0,-981,65,-138,67,-24,31,-982,65,-137,55,0,12,0,15,2148,6076,live,unknown
585178615,20121,1,31,35,0,-983,69,-137,43,6,-12,-983,75,-139,37,0,-49,0,15,2269,4703,live,unknown
585197415,18800,1,31,36,0,-983,77,-140,49,0,-61,-982,78,-140,55,6,-67,0,15,1069,4704,live,unknown
585216348,18933,1,31,37,0,-982,77,-139,49,31,-73,-983,75,-137,61,31,-92,0,15,2,4574,live,unknown
585236348,20000,1,31,38,0,-985,74,-135,61,6,-116,-986,74,-136,31,-31,-128,0,15,2,3317,live,unknown
585256348,20000,1,31,39,0,-987,75,-138,12,-43,-134,-986,75,-138,-43,-43,-140,0,15,2,2168,live,unknown
585276347,19999,1,31,40,0,-987,74,-138,-79,-55,-153,-986,75,-138,-43,-43,-140,0,3,1,8068,live,unknown
585298997,22650,1,31,41,0,-988,68,-141,-116,-55,-153,-988,68,-141,-146,-49,-171,0,15,2651,6464,live,unknown
585320413,21416,1,31,42,0,-988,68,-139,-165,-37,-201,-987,69,-137,-159,6,-238,0,15,4067,3851,live,unknown
585339013,18600,1,31,43,0,-985,67,-135,-122,37,-269,-985,62,-135,-79,61,-305,0,15,2667,3879,live,unknown
585357604,18591,1,31,44,0,-987,53,-134,-73,116,-360,-990,48,-134,-55,134,-439,0,15,1258,4087,live,unknown
585376513,18909,1,31,45,0,-990,51,-136,24,146,-507,-987,58,-140,104,238,-537,0,15,167,3979,live,unknown
585396348,19835,1,31,46,0,-984,63,-140,98,360,-568,-981,61,-124,49,409,-568,0,15,2,2943,live,unknown
585416348,20000,1,31,47,0,-976,55,-106,-73,311,-555,-977,53,-123,-171,269,-525,0,15,2,1692,live,unknown
585436348,20000,1,31,48,0,-988,40,-160,171,464,-317,-977,53,-123,-171,269,-525,0,3,2,8078,live,unknown
585459042,22694,1,31,49,0,-993,68,-123,-415,-67,-79,-991,73,-140,-433,-153,-55,0,15,2696,5941,live,unknown
585479835,20793,1,31,50,1,-976,44,-148,-49,-342,122,-976,43,-145,-18,-372,146,0,15,3489,2950,live,unknown
585517413,37578,1,31,51,1,-978,45,-145,-49,-269,92,-981,50,-143,-55,-189,18,0,15,21067,3867,live,unknown
585556202,38789,1,31,52,1,-978,61,-138,104,-201,-6,-981,58,-136,92,-146,0,0,15,2,2626,live,unknown
585576202,20000,1,31,53,1,-981,58,-132,37,-134,-12,-980,63,-131,-6,-159,0,0,15,2,1326,live,unknown
585596202,20000,1,31,54,1,-979,66,-138,-67,-73,43,-980,63,-131,-6,-159,0,0,3,2,8099,live,unknown
585618215,22013,1,31,55,1,-982,57,-136,-73,0,43,-982,60,-136,-31,-49,55,0,15,2015,6309,live,unknown
585638993,20778,1,31,56,1,-984,64,-137,0,-67,85,-986,65,-134,-43,-37,92,0,15,2793,4319,live,unknown
585657722,18729,1,31,57,1,-985,57,-121,-159,-37,55,-984,53,-120,-220,-104,-49,0,15,1522,4351,live,unknown
585676813,19091,1,31,58,1,-985,59,-152,98,-49,-73,-982,53,-161,269,281,-6,0,15,613,4050,live,unknown
585696202,19389,1,31,59,1,-984,46,-118,-92,293,24,-991,57,-104,-220,-159,-18,0,15,2,3349,live,unknown
585716257,20055,1,31,60,1,-988,66,-135,-110,-140,-73,-982,63,-151,-79,171,-98,0,15,57,2032,live,unknown
