time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
2448250618,0,1,67,0,0,-980,-103,-121,-12,0,-421,-979,-106,-121,6,6,-415,0,15,2,5434,live,unknown
2448270618,20000,1,67,1,0,-978,-107,-122,-18,-24,-397,-978,-109,-125,-24,-6,-385,0,15,2,4121,live,unknown
2448290617,19999,1,67,2,0,-978,-110,-125,-18,37,-378,-978,-112,-123,0,49,-391,0,15,1,2922,live,unknown
2448310617,20000,1,67,3,0,-978,-110,-121,12,31,-385,-977,-108,-121,12,18,-360,0,15,1,1755,live,unknown
2448330617,20000,1,67,4,0,-979,-110,-123,61,73,-311,-977,-108,-121,12,18,-360,0,3,1,8119,live,unknown
2448353224,22607,1,67,5,0,-982,-110,-121,61,85,-269,-982,-108,-120,-12,67,-232,0,15,2608,6067,live,unknown
2448374427,21203,1,67,6,0,-982,-108,-120,-73,49,-208,-982,-109,-120,-98,43,-201,0,15,3811,3663,live,unknown
2448393235,18808,1,67,7,0,-980,-108,-120,-128,24,-195,-979,-107,-122,-140,-18,-171,0,15,2619,3547,live,unknown
2448412331,19096,1,67,8,0,-978,-107,-126,-140,-37,-153,-979,-108,-128,-128,-37,-146,0,15,1715,3252,live,unknown
2448432112,19781,1,67,9,0,-980,-109,-127,-116,-49,-140,-980,-108,-125,-122,-67,-128,0,15,1496,2268,live,unknown
2448450618,18506,1,67,10,0,-980,-108,-126,-122,-79,-116,-979,-109,-128,-110,-73,-104,0,15,2,2521,live,unknown
2448470618,20000,1,67,11,0,-978,-111,-128,-122,-49,-98,-977,-114,-128,-110,-73,-104,0,7,2,8143,live,unknown
2448493831,23213,1,67,12,0,-977,-116,-126,-110,6,-110,-974,-114,-127,-43,6,-92,0,15,3215,6261,live,unknown
2448515138,21307,1,67,13,0,-971,-110,-131,-18,79,-61,-970,-113,-130,24,201,-67,0,15,4522,3754,live,unknown
2448533942,18804,1,67,14,0,-970,-119,-110,55,201,-104,-971,-116,-92,-189,-49,-79,0,15,3326,3749,live,unknown
2448553002,19060,1,67,15,0,-977,-112,-110,-549,-293,18,-988,-119,-152,-348,-134,85,0,15,2386,3433,live,unknown
2448571802,18800,1,67,16,0,-995,-124,-162,67,299,67,-993,-114,-134,110,403,18,0,15,1186,3433,live,unknown
2448590618,18816,1,67,17,0,-988,-99,-112,-104,116,6,-984,-95,-121,-262,-98,31,0,15,2,3359,live,unknown
2448610617,19999,1,67,18,0,-981,-104,-143,-220,-12,37,-978,-114,-151,-73,159,6,0,15,1,2161,live,unknown
2448630618,20001,1,67,19,0,-973,-116,-138,116,244,-79,-978,-114,-151,-73,159,6,0,3,2,8058,live,unknown
2448653525,22907,1,67,20,0,-975,-109,-131,43,299,-98,-979,-106,-128,0,256,-79,0,15,2909,6092,live,unknown
2448674612,21087,1,67,21,0,-984,-104,-126,-31,183,-92,-984,-103,-125,-37,128,-128,0,15,3996,3794,live,unknown
2448693610,18998,1,67,22,0,-983,-103,-124,-92,61,-134,-981,-106,-125,-171,-31,-122,0,15,2994,3543,live,unknown
2448712510,18900,1,67,23,0,-978,-109,-129,-214,-85,-122,-974,-111,-132,-232,-116,-128,0,15,1894,3444,live,unknown
2448731525,19015,1,67,24,0,-973,-114,-134,-208,-134,-134,-973,-116,-137,-116,-134,-122,0,15,909,3226,live,unknown
2448750618,19093,1,67,25,0,-975,-114,-139,18,-104,-104,-978,-110,-137,98,-24,-61,0,15,2,2933,live,unknown
2448770618,20000,1,67,26,0,-977,-115,-126,43,31,-61,-972,-119,-107,-122,-92,-140,0,15,2,1583,live,unknown
2448790657,20039,1,67,27,0,-979,-110,-146,-165,-299,43,-972,-119,-107,-122,-92,-140,0,3,41,8087,live,unknown
2448814002,23345,1,67,28,0,-979,-120,-121,61,244,0,-979,-103,-104,-159,-110,37,0,15,3386,5137,live,unknown
2448834224,20222,1,67,29,0,-977,-100,-125,-262,-250,104,-977,-109,-145,-177,-55,104,0,15,3608,3716,live,unknown
2448853442,19218,1,67,30,0,-977,-112,-141,-85,92,92,-975,-107,-132,-43,24,116,0,15,2826,3242,live,unknown
2448871513,18071,1,67,31,0,-974,-104,-132,-31,-31,134,-974,-105,-135,18,12,128,0,15,897,3973,live,unknown
2448890617,19104,1,67,32,0,-975,-103,-135,79,79,128,-978,-99,-129,67,85,153,0,15,1,3610,live,unknown
2448910618,20001,1,67,33,0,-980,-97,-125,-6,43,171,-981,-97,-125,-49,18,171,0,15,2,2412,live,unknown
2448930618,20000,1,67,34,0,-982,-99,-127,-37,31,165,-982,-100,-129,-49,18,171,0,7,2,8144,live,unknown
2448953312,22694,1,67,35,0,-984,-100,-128,-61,24,146,-984,-100,-128,-73,6,140,0,15,2696,6711,live,unknown
2448974924,21612,1,67,36,0,-984,-100,-129,-43,-24,134,-985,-100,-129,12,-31,122,0,15,4308,3787,live,unknown
2448993735,18811,1,67,37,0,-985,-100,-128,31,-31,110,-985,-99,-127,18,-49,104,0,15,3119,3776,live,unknown
2449012427,18692,1,67,38,0,-984,-100,-125,12,-73,85,-983,-100,-125,37,-110,61,0,15,1811,3883,live,unknown
2449031227,18800,1,67,39,0,-982,-101,-126,73,-146,55,-982,-102,-128,85,-146,37,0,15,611,3835,live,unknown
2449050618,19391,1,67,40,0,-982,-103,-129,116,-128,24,-982,-102,-129,140,-92,0,0,15,2,3241,live,unknown
2449070618,20000,1,67,41,0,-982,-102,-127,153,-55,-18,-981,-102,-125,134,-55,-24,0,15,2,1928,live,unknown
2449090617,19999,1,67,42,0,-981,-99,-125,146,-79,-49,-981,-102,-125,134,-55,-24,0,3,1,8047,live,unknown
2449113445,22828,1,67,43,0,-982,-96,-125,140,0,-67,-982,-94,-122,104,0,-67,0,15,2829,6161,live,unknown
2449134518,21073,1,67,44,0,-981,-93,-121,67,-37,-55,-980,-94,-123,49,-43,-49,0,15,3902,3789,live,unknown
2449153314,18796,1,67,45,0,-980,-96,-125,49,-37,-49,-979,-98,-126,37,-37,-61,0,15,2698,3794,live,unknown
2449172121,18807,1,67,46,0,-980,-99,-126,43,-43,-73,-979,-100,-126,43,-12,-92,0,15,1505,3790,live,unknown
2449190925,18804,1,67,47,0,-979,-102,-124,12,12,-98,-980,-104,-121,-24,-12,-110,0,15,309,3618,live,unknown
2449210617,19692,1,67,48,0,-981,-102,-122,-12,-55,-116,-979,-97,-129,37,-12,-104,0,15,1,2720,live,unknown
2449230656,20039,1,67,49,0,-977,-97,-133,79,140,-73,-975,-105,-118,146,226,-98,0,15,40,1446,live,unknown
2449250617,19961,1,67,50,1,-983,-110,-158,-262,171,-24,-975,-105,-118,146,226,-98,0,3,1,8005,live,unknown
2449293013,42396,1,67,51,1,-989,-94,-114,-55,177,0,-989,-88,-115,-244,-31,6,0,15,22397,4904,live,unknown
2449332907,39894,1,67,52,1,-979,-100,-135,-165,67,-24,-977,-101,-132,-79,31,-12,0,15,2,2509,live,unknown
2449352906,19999,1,67,53,1,-978,-102,-131,-24,61,-43,-979,-101,-130,-79,31,-12,0,7,1,8034,live,unknown
2449375807,22901,1,67,54,1,-982,-99,-126,-6,67,-12,-982,-102,-125,18,55,-18,0,15,2902,6504,live,unknown
2449396913,21106,1,67,55,1,-982,-101,-124,-18,55,-24,-980,-99,-125,-79,43,-24,0,15,4008,4198,live,unknown
2449416027,19114,1,67,56,1,-979,-99,-129,-79,18,-18,-979,-99,-133,-61,43,-18,0,15,3122,3835,live,unknown
2449434613,18586,1,67,57,1,-980,-100,-136,-31,85,-31,-981,-102,-135,24,128,-55,0,15,1708,4052,live,unknown
2449453724,19111,1,67,58,1,-982,-102,-135,79,153,-61,-984,-98,-136,171,159,-43,0,15,819,3736,live,unknown
2449472957,19233,1,67,59,1,-985,-98,-131,232,183,-18,-983,-106,-119,165,183,-73,0,15,52,3188,live,unknown
2449492907,19950,1,67,60,1,-977,-109,-105,-110,18,-183,-980,-101,-119,-317,-275,-153,0,15,2,2037,live,unknown
2449512907,20000,1,67,61,1,-980,-111,-152,165,299,-73,-980,-101,-119,-317,-275,-153,0,3,2,8050,live,unknown
2449536102,23195,1,67,62,1,-984,-93,-102,-122,-159,-116,-982,-97,-128,-214,-238,-79,0,15,3197,5853,live,unknown
