time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
199384538,0,1,13,0,0,-951,225,-153,122,415,-6,-942,219,-152,12,452,-18,0,15,2,5953,live,unknown
199404538,20000,1,13,1,0,-937,206,-153,-31,433,-12,-939,193,-155,61,299,-24,0,15,2,4753,live,unknown
199424537,19999,1,13,2,0,-944,187,-159,195,116,-73,-945,192,-164,208,18,-140,0,15,1,3554,live,unknown
199444538,20001,1,13,3,0,-939,209,-171,61,153,-140,-942,225,-187,-67,366,-128,0,15,2,2353,live,unknown
199464556,20018,1,13,4,0,-952,235,-199,183,378,-43,-957,245,-190,-67,366,-128,0,7,20,8040,live,unknown
199486813,22257,1,13,5,0,-964,247,-172,-281,98,85,-965,243,-186,-238,189,92,0,15,2277,7037,live,unknown
199508417,21604,1,13,6,0,-962,232,-188,-171,330,140,-958,218,-179,-214,293,171,0,15,3881,4183,live,unknown
199527332,18915,1,13,7,0,-958,212,-173,-269,134,128,-959,216,-173,-256,0,55,0,15,2796,4010,live,unknown
199545713,18381,1,13,8,0,-959,224,-174,-189,-61,49,-958,227,-176,-110,-92,79,0,15,1177,4430,live,unknown
199564538,18825,1,13,9,0,-960,230,-178,-73,-104,61,-963,235,-179,-67,-110,24,0,15,2,4404,live,unknown
199584538,20000,1,13,10,0,-965,238,-176,-49,-98,-6,-966,239,-173,-73,-140,-31,0,15,2,3077,live,unknown
199604537,19999,1,13,11,0,-965,239,-172,-134,-214,-49,-961,240,-171,-177,-256,-61,0,15,1,1875,live,unknown
199624538,20001,1,13,12,0,-957,233,-170,-146,-281,-67,-961,240,-171,-177,-256,-61,0,3,2,8184,live,unknown
199647313,22775,1,13,13,0,-958,213,-165,-49,-342,-128,-957,211,-163,-37,-391,-171,0,15,2777,6063,live,unknown
199668412,21099,1,13,14,0,-956,217,-163,-43,-397,-220,-956,221,-164,0,-360,-281,0,15,3876,3656,live,unknown
199686913,18501,1,13,15,0,-957,220,-165,98,-323,-348,-956,216,-165,159,-323,-409,0,15,2377,3954,live,unknown
199705712,18799,1,13,16,0,-955,216,-168,189,-305,-421,-955,222,-171,165,-232,-385,0,15,1176,3955,live,unknown
199724712,19000,1,13,17,0,-956,225,-173,146,-153,-348,-955,225,-170,189,-122,-305,0,15,176,3755,live,unknown
199744537,19825,1,13,18,0,-953,222,-165,220,-140,-269,-951,219,-163,238,-140,-244,0,15,1,2624,live,unknown
