time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
279959233,0,1,13,0,0,-831,539,-162,-281,-128,-18,-833,533,-172,-61,12,-85,0,15,1,5195,live,unknown
279979233,20000,1,13,1,0,-833,531,-167,189,128,-128,-831,531,-157,293,110,-134,0,15,1,3996,live,unknown
279999234,20001,1,13,2,0,-828,536,-153,262,18,-116,-827,542,-157,220,-24,-116,0,15,2,2687,live,unknown
280019233,19999,1,13,3,0,-827,545,-161,269,12,-134,-830,543,-158,323,79,-159,0,15,1,1488,live,unknown
280039234,20001,1,13,4,0,-829,537,-144,159,24,-140,-830,543,-158,323,79,-159,0,3,2,8152,live,unknown
280061680,22446,1,13,5,0,-829,535,-156,-55,-98,-49,-833,530,-165,0,-49,-73,0,15,2448,5970,live,unknown
280082017,20337,1,13,6,0,-838,526,-169,134,18,-116,-839,525,-167,250,67,-146,0,15,2785,4432,live,unknown
280101028,19011,1,13,7,0,-838,527,-162,281,79,-146,-835,530,-158,214,43,-122,0,15,1796,4116,live,unknown
280119617,18589,1,13,8,0,-835,531,-157,110,-18,-92,-836,530,-160,37,-61,-67,0,15,385,4327,live,unknown
280139233,19616,1,13,9,0,-837,531,-162,18,-55,-61,-838,533,-161,24,-18,-61,0,15,1,3509,live,unknown
280159233,20000,1,13,10,0,-839,532,-160,37,-12,-43,-840,530,-160,18,-12,-24,0,15,1,2311,live,unknown
280179233,20000,1,13,11,0,-841,529,-159,73,12,-49,-843,530,-159,18,-12,-24,0,7,1,8109,live,unknown
280201215,21982,1,13,12,0,-847,525,-160,220,342,-323,-842,526,-149,201,391,-378,0,15,1983,7160,live,unknown
280223213,21998,1,13,13,0,-838,527,-132,-67,67,-281,-841,524,-131,-476,-354,-153,0,15,3981,3963,live,unknown
280242012,18799,1,13,14,0,-848,518,-144,-763,-525,-159,-852,516,-156,-800,-439,-269,0,15,2780,3964,live,unknown
280261321,19309,1,13,15,0,-848,517,-162,-616,-208,-342,-842,517,-162,-378,31,-348,0,15,2089,3453,live,unknown
280279812,18491,1,13,16,0,-839,518,-156,-208,79,-293,-841,516,-154,-146,-18,-195,0,15,580,3657,live,unknown
280299257,19445,1,13,17,0,-846,512,-157,-49,-43,-140,-849,509,-158,79,73,-177,0,15,25,3066,live,unknown
280319233,19976,1,13,18,0,-848,510,-155,208,220,-226,-846,513,-145,275,220,-262,0,15,1,1779,live,unknown
280339234,20001,1,13,19,0,-849,523,-137,24,-159,-220,-846,513,-145,275,220,-262,0,3,2,8179,live,unknown
280362032,22798,1,13,20,0,-850,514,-147,-201,-165,-140,-850,508,-147,-189,-116,-165,0,15,2800,5998,live,unknown
280383387,21355,1,13,21,0,-848,509,-145,-122,-146,-153,-845,511,-150,-153,-250,-85,0,15,4155,3334,live,unknown
280401835,18448,1,13,22,0,-847,505,-150,-67,-293,-116,-851,497,-134,73,-140,-208,0,15,2603,3641,live,unknown
280420212,18377,1,13,23,0,-845,503,-116,-183,92,-208,-839,518,-127,-745,165,-79,0,15,980,4117,live,unknown
280439233,19021,1,13,24,0,-846,524,-158,-696,49,18,-857,514,-165,6,31,-24,0,15,1,3788,live,unknown
280459234,20001,1,13,25,0,-857,511,-140,330,104,-146,-849,522,-113,-92,0,-195,0,15,2,2587,live,unknown
280479234,20000,1,13,26,0,-845,529,-113,-769,-348,-122,-850,516,-137,-1013,-665,-61,0,15,2,1308,live,unknown
280499257,20023,1,13,27,0,-856,495,-165,-378,-488,-189,-850,516,-137,-1013,-665,-61,0,3,25,8139,live,unknown
280522328,23071,1,13,28,0,-845,508,-139,104,-146,-146,-844,510,-139,140,-128,-92,0,15,3096,5178,live,unknown
280542496,20168,1,13,29,0,-844,510,-146,281,-98,-92,-845,508,-151,494,-6,-140,0,15,3264,3754,live,unknown
280561025,18529,1,13,30,0,-845,506,-146,635,140,-171,-841,509,-130,574,165,-140,0,15,1793,4082,live,unknown
280580090,19065,1,13,31,0,-838,515,-119,311,-12,-49,-839,516,-120,12,-299,43,0,15,858,3759,live,unknown
280599234,19144,1,13,32,0,-843,513,-136,-195,-458,67,-848,509,-156,-98,-354,31,0,15,2,3417,live,unknown
280619234,20000,1,13,33,0,-850,507,-162,238,-128,-67,-849,510,-154,513,61,-165,0,15,2,2111,live,unknown
280639234,20000,1,13,34,0,-848,517,-126,427,-177,-159,-849,510,-154,513,61,-165,0,3,2,8182,live,unknown
280661894,22660,1,13,35,0,-852,514,-118,-37,-446,-98,-847,509,-124,-397,-256,-122,0,15,2662,6389,live,unknown
280683312,21418,1,13,36,0,-847,517,-148,-385,-281,-140,-849,514,-165,85,-287,-159,0,15,4080,3771,live,unknown
280702112,18800,1,13,37,0,-849,501,-145,623,31,-226,-846,510,-114,513,153,-287,0,15,2880,3771,live,unknown
280720513,18401,1,13,38,0,-843,529,-104,-61,12,-238,-844,527,-117,-427,-293,-122,0,15,1281,4063,live,unknown
280739412,18899,1,13,39,0,-850,511,-142,-507,-391,-49,-854,500,-159,-287,-208,-85,0,15,180,3964,live,unknown
280759234,19822,1,13,40,0,-854,500,-155,37,-12,-128,-849,504,-142,238,49,-128,0,15,2,2888,live,unknown
280779234,20000,1,13,41,0,-843,509,-133,208,12,-98,-841,515,-131,110,-12,-73,0,15,2,1749,live,unknown
280799233,19999,1,13,42,0,-844,517,-136,128,67,-67,-841,515,-131,110,-12,-73,0,3,1,8148,live,unknown
280821621,22388,1,13,43,0,-844,513,-130,6,110,6,-845,513,-130,-128,31,31,0,15,2389,6254,live,unknown
280841997,20376,1,13,44,0,-846,515,-135,-214,-37,43,-848,516,-142,-183,-43,37,0,15,2765,4618,live,unknown
280861213,19216,1,13,45,0,-849,517,-145,-92,6,18,-849,519,-141,-37,110,12,0,15,1981,4203,live,unknown
280879613,18400,1,13,46,0,-847,521,-134,-73,146,18,-844,521,-129,-177,98,37,0,15,381,4603,live,unknown
280899234,19621,1,13,47,0,-845,520,-130,-269,12,67,-849,517,-135,-287,-43,79,0,15,2,3761,live,unknown
280919257,20023,1,13,48,0,-851,514,-139,-244,-24,67,-850,512,-139,-171,31,37,0,15,25,2540,live,unknown
280939234,19977,1,13,49,0,-848,514,-137,-128,73,0,-848,518,-134,-128,67,-6,0,15,2,1351,live,unknown
280959234,20000,1,13,50,1,-849,518,-137,-165,-24,-12,-848,518,-134,-128,67,-6,0,3,2,8148,live,unknown
281000184,40950,1,13,51,1,-848,519,-135,-128,73,-24,-847,520,-133,-116,92,-31,0,15,20952,6068,live,unknown
281041032,40848,1,13,52,1,-845,516,-136,-104,73,-73,-847,513,-137,-104,24,-73,0,15,2,2775,live,unknown
281061031,19999,1,13,53,1,-847,514,-136,-110,-12,-79,-846,517,-134,-128,-61,-85,0,15,1,1568,live,unknown
281081031,20000,1,13,54,1,-843,519,-137,-159,-79,-61,-846,517,-134,-128,-61,-85,0,3,1,8133,live,unknown
281103725,22694,1,13,55,1,-845,516,-140,-24,12,-67,-847,515,-139,12,67,-73,0,15,2695,5748,live,unknown
281123911,20186,1,13,56,1,-849,516,-136,43,98,-67,-848,517,-134,18,110,-49,0,15,2881,4273,live,unknown
281142708,18797,1,13,57,1,-845,519,-134,-31,67,-37,-840,523,-136,-12,31,-18,0,15,1678,4276,live,unknown
281161594,18886,1,13,58,1,-837,526,-144,0,24,24,-841,519,-142,159,122,12,0,15,564,4189,live,unknown
281181032,19438,1,13,59,1,-847,509,-121,287,317,-49,-843,508,-102,-67,427,-43,0,15,2,3500,live,unknown
281201032,20000,1,13,60,1,-835,519,-116,-726,409,55,-844,526,-150,-739,299,177,0,15,2,2341,live,unknown
281221058,20026,1,13,61,1,-859,519,-161,269,244,0,-857,521,-144,-739,299,177,0,7,28,8038,live,unknown
