time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
188208791,0,1,5,0,0,-882,-339,-292,-543,-281,73,-821,524,-225,-250,159,-476,0,15,68085,898,live,unknown
188231407,22616,1,5,1,0,-885,-341,-290,-464,-250,134,-818,524,-223,-330,-92,-330,0,15,12600,931,live,unknown
188254376,22969,1,5,2,0,-885,-331,-291,-433,-250,128,-814,519,-218,-116,49,-238,0,15,13000,869,live,unknown
188277681,23305,1,5,3,0,-888,-325,-290,-452,-317,85,-817,525,-220,-220,134,-317,0,15,13283,912,live,unknown
188300859,23178,1,5,4,0,-891,-326,-285,-452,-372,-6,-814,522,-230,-378,250,-494,0,15,13200,870,live,unknown
188323924,23065,1,5,5,0,-894,-334,-281,-458,-385,-79,-815,512,-243,-220,409,-464,0,15,13039,869,live,unknown
188346807,22883,1,5,6,0,-898,-339,-276,-513,-439,-98,-826,514,-237,-281,336,-299,0,15,12878,931,live,unknown
188369776,22969,1,5,7,0,-900,-336,-269,-476,-427,-116,-830,511,-227,-519,159,-433,0,15,13000,869,live,unknown
188392210,22434,1,5,8,0,-907,-333,-261,-537,-464,-183,-828,510,-266,-122,970,-397,0,15,12424,891,live,unknown
188415499,23289,1,5,9,0,-908,-341,-255,-476,-476,-226,-843,503,-239,-299,189,-214,0,15,13276,916,live,unknown
188438676,23177,1,5,10,0,-911,-342,-248,-354,-494,-201,-833,505,-259,-323,549,-391,0,15,13200,869,live,unknown
188461976,23300,1,5,11,0,-911,-351,-241,-232,-452,-226,-835,486,-260,61,403,-378,0,15,13300,869,live,unknown
188485279,23303,1,5,12,0,-903,-343,-241,-220,-476,-208,-834,490,-254,195,256,-195,0,15,13280,916,live,unknown
188508591,23312,1,5,13,0,-896,-358,-238,-85,-421,-183,-830,497,-248,18,250,-281,0,15,13320,898,live,unknown
188531756,23165,1,5,14,0,-893,-357,-245,55,-299,-140,-828,489,-240,336,85,-378,0,15,13180,869,live,unknown
188554507,22751,1,5,15,0,-887,-344,-252,208,-122,-43,-829,510,-245,458,244,12,0,15,12720,931,live,unknown
188577576,23069,1,5,16,0,-897,-357,-251,171,-128,6,-821,521,-265,-256,342,-177,0,15,13100,869,live,unknown
188599502,21926,1,5,17,0,-909,-348,-250,201,-171,37,-824,502,-272,146,171,-305,0,15,11926,869,live,unknown
188622406,22904,1,5,18,0,-909,-354,-243,171,-281,0,-832,491,-278,226,214,-177,0,15,12889,869,live,unknown
188645176,22770,1,5,19,0,-910,-349,-241,110,-360,-61,-833,489,-269,140,287,-250,0,15,12785,869,live,unknown
188668478,23302,1,5,20,0,-908,-344,-237,92,-378,-110,-838,489,-263,366,195,-421,0,15,13275,924,live,unknown
188691576,23098,1,5,21,0,-903,-346,-233,67,-366,-61,-834,488,-266,238,165,-403,0,15,13126,869,live,unknown
188714408,22832,1,5,22,0,-900,-338,-231,128,-305,-49,-832,489,-266,238,134,-403,0,15,12810,870,live,unknown
188737399,22991,1,5,23,0,-896,-341,-228,79,-232,-67,-826,488,-260,201,0,-385,0,15,12989,914,live,unknown
188760224,22825,1,5,24,0,-895,-339,-229,116,-183,-67,-828,480,-263,208,98,-323,0,15,12822,868,live,unknown
188782899,22675,1,5,25,0,-896,-349,-228,146,-122,18,-830,479,-266,37,104,-201,0,15,12678,915,live,unknown
