time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
2461364416,0,1,69,0,0,-974,-135,-143,-958,317,-391,-978,-134,-142,-977,269,-391,0,15,2,4049,live,unknown
2461384416,20000,1,69,1,0,-981,-134,-146,-1123,92,-385,-982,-142,-157,-1166,0,-336,0,15,2,2845,live,unknown
2461404416,20000,1,69,2,0,-974,-141,-168,-1056,0,-232,-969,-128,-175,-1074,55,281,0,15,2,1581,live,unknown
2461424415,19999,1,69,3,0,-976,-220,-169,-317,171,-24,-969,-128,-175,-1074,55,281,0,3,1,8147,live,unknown
2461447425,23010,1,69,4,0,-960,-161,-172,-189,549,-293,-954,-148,-162,-171,629,-189,0,15,3011,5581,live,unknown
2461468538,21113,1,69,5,0,-951,-139,-153,-299,629,-128,-948,-133,-152,-598,555,-79,0,15,4124,3213,live,unknown
2461487115,18577,1,69,6,0,-946,-134,-155,-836,525,-6,-945,-139,-162,-1074,458,79,0,15,2701,3435,live,unknown
2461505715,18600,1,69,7,0,-943,-147,-174,-1062,391,177,-937,-151,-182,-842,562,220,0,15,1301,3529,live,unknown
2461524615,18900,1,69,8,0,-932,-147,-182,-635,757,281,-933,-141,-180,-452,867,342,0,15,201,3385,live,unknown
2461544415,19800,1,69,9,0,-936,-137,-182,-299,977,299,-937,-131,-178,-171,1074,262,0,15,1,2387,live,unknown
2461564415,20000,1,69,10,0,-935,-117,-173,-79,952,519,-933,-103,-174,-171,1074,262,0,7,1,8066,live,unknown
2461587513,23098,1,69,11,0,-933,-105,-178,122,647,800,-939,-102,-186,195,476,830,0,15,3099,6179,live,unknown
2461609049,21536,1,69,12,0,-963,-99,-205,519,458,952,-996,-95,-225,977,549,1123,0,15,4635,3388,live,unknown
2461627519,18470,1,69,13,0,-1018,-75,-225,781,671,1270,-1033,-50,-197,18,751,1440,0,15,3105,3719,live,unknown
2461646549,19030,1,69,14,0,-1046,-42,-157,-665,641,1544,-1061,-55,-148,-787,269,1514,0,15,2135,3432,live,unknown
2461665652,19103,1,69,15,0,-1069,-76,-170,-378,-67,1294,-1063,-92,-178,-146,146,989,0,15,1238,3130,live,unknown
2461684416,18764,1,69,16,0,-1052,-109,-174,85,171,732,-1034,-126,-171,385,18,513,0,15,2,3113,live,unknown
2461704416,20000,1,69,17,0,-1009,-135,-170,397,-128,421,-987,-140,-177,12,-165,470,0,15,2,1952,live,unknown
2461724456,20040,1,69,18,0,-973,-139,-213,61,171,360,-987,-140,-177,12,-165,470,0,3,42,8088,live,unknown
2461747439,22983,1,69,19,0,-963,-74,-162,73,-24,378,-976,-63,-184,311,-165,323,0,15,3025,5771,live,unknown
2461768225,20786,1,69,20,0,-981,-65,-187,525,-79,269,-983,-71,-182,415,-140,183,0,15,3811,3786,live,unknown
2461787149,18924,1,69,21,0,-974,-76,-175,61,-262,31,-962,-80,-171,-281,-336,-79,0,15,2735,3625,live,unknown
2461805845,18696,1,69,22,0,-954,-89,-175,-385,-403,-116,-946,-100,-186,-281,-470,-116,0,15,1431,3766,live,unknown
2461825214,19369,1,69,23,0,-934,-111,-194,-146,-378,-153,-920,-125,-187,-92,-116,-287,0,15,800,3245,live,unknown
2461844416,19202,1,69,24,0,-909,-132,-171,-244,79,-488,-911,-128,-172,-403,98,-574,0,15,2,2724,live,unknown
2461864415,19999,1,69,25,0,-920,-123,-191,-244,311,-519,-921,-125,-190,-165,714,-519,0,15,1,1536,live,unknown
2461884416,20001,1,69,26,0,-930,-112,-156,-732,574,-519,-921,-125,-190,-165,714,-519,0,3,2,8080,live,unknown
2461907841,23425,1,69,27,0,-937,-122,-198,-1141,586,-220,-939,-129,-212,-1202,824,-201,0,15,3427,5051,live,unknown
2461928745,20904,1,69,28,0,-937,-127,-214,-1233,1050,-269,-935,-119,-216,-1276,1093,-323,0,15,4331,2891,live,unknown
2461947643,18898,1,69,29,0,-937,-110,-224,-1312,1056,-311,-942,-106,-233,-1306,1031,-281,0,15,3229,2737,live,unknown
2461966336,18693,1,69,30,0,-950,-104,-240,-1282,1068,-275,-959,-95,-244,-1190,1154,-195,0,15,1922,2897,live,unknown
2461985033,18697,1,69,31,0,-964,-85,-241,-1154,1172,-73,-970,-78,-232,-1190,1086,61,0,15,619,2894,live,unknown
2462004460,19427,1,69,32,0,-978,-78,-223,-1208,879,238,-981,-85,-219,-1190,653,360,0,15,46,2252,live,unknown
2462024415,19955,1,69,33,0,-981,-94,-222,-1154,403,537,-982,-103,-228,-1190,653,360,0,7,1,8091,live,unknown
2462047711,23296,1,69,34,0,-995,-99,-232,-1166,342,592,-999,-89,-231,-1245,293,519,0,15,3297,5952,live,unknown
2462069238,21527,1,69,35,0,-991,-76,-230,-1385,256,397,-977,-64,-232,-1459,226,262,0,15,4824,3221,live,unknown
2462087938,18700,1,69,36,0,-963,-55,-236,-1361,214,189,-954,-54,-240,-1178,146,177,0,15,3524,3212,live,unknown
2462106515,18577,1,69,37,0,-949,-57,-244,-964,49,183,-947,-63,-247,-739,-85,153,0,15,2101,3435,live,unknown
2462125111,18596,1,69,38,0,-950,-71,-250,-488,-226,92,-955,-75,-252,-244,-330,0,0,15,697,3643,live,unknown
2462144416,19305,1,69,39,0,-960,-73,-252,-67,-433,-79,-966,-66,-249,31,-604,-128,0,15,2,3136,live,unknown
2462164416,20000,1,69,40,0,-970,-61,-247,134,-775,-134,-973,-63,-241,293,-842,-116,0,15,2,1785,live,unknown
2462184415,19999,1,69,41,0,-979,-69,-224,684,-769,-134,-973,-63,-241,293,-842,-116,0,3,1,8119,live,unknown
2462207639,23224,1,69,42,0,-976,-77,-210,873,-647,-189,-973,-78,-208,946,-629,-208,0,15,3225,5620,live,unknown
2462228833,21194,1,69,43,0,-972,-75,-211,1062,-592,-208,-974,-68,-216,1129,-507,-177,0,15,4419,3063,live,unknown
2462247621,18788,1,69,44,0,-978,-63,-220,1184,-403,-116,-985,-61,-220,1227,-311,-55,0,15,3207,3073,live,unknown
2462266245,18624,1,69,45,0,-990,-60,-219,1227,-293,31,-992,-61,-219,1257,-269,79,0,15,1831,3249,live,unknown
2462284719,18474,1,69,46,0,-990,-62,-217,1324,-183,79,-985,-67,-210,1404,-134,73,0,15,305,3464,live,unknown
2462304415,19696,1,69,47,0,-981,-73,-205,1428,-140,61,-976,-75,-203,1367,-153,73,0,15,1,2567,live,unknown
2462324416,20001,1,69,48,0,-973,-75,-200,1282,-153,110,-970,-72,-198,1239,-104,140,0,15,2,1361,live,unknown
2462344415,19999,1,69,49,0,-959,-67,-200,1239,67,110,-970,-72,-198,1239,-104,140,0,3,1,8147,live,unknown
2462367313,22898,1,69,50,1,-971,-47,-219,-18,-238,92,-970,-49,-233,226,67,92,0,15,2899,4341,live,unknown
2462406213,38900,1,69,51,1,-969,-48,-211,299,195,85,-970,-45,-188,110,-18,55,0,15,21799,4052,live,unknown
2462445125,38912,1,69,52,1,-972,-63,-216,-232,-195,6,-972,-71,-212,-110,-110,-55,0,15,2,2648,live,unknown
2462465125,20000,1,69,53,1,-971,-73,-202,-67,-134,-140,-970,-74,-195,-79,-201,-189,0,15,2,1448,live,unknown
2462485125,20000,1,69,54,1,-969,-81,-189,-49,-354,-201,-970,-74,-195,-79,-201,-189,0,3,2,8045,live,unknown
2462508113,22988,1,69,55,1,-967,-86,-186,-92,-366,-250,-964,-89,-184,-116,-378,-269,0,15,2990,5451,live,unknown
2462528919,20806,1,69,56,1,-962,-91,-188,-98,-397,-275,-960,-91,-196,-49,-354,-256,0,15,3796,3387,live,unknown
2462547715,18796,1,69,57,1,-959,-88,-202,0,-214,-214,-960,-86,-201,37,-73,-159,0,15,2592,3391,live,unknown
2462566295,18580,1,69,58,1,-964,-87,-198,61,-24,-110,-966,-88,-197,79,-31,-92,0,15,1172,3508,live,unknown
2462585125,18830,1,69,59,1,-965,-85,-200,128,-18,-61,-965,-82,-201,220,43,-12,0,15,2,3469,live,unknown
2462605125,20000,1,69,60,1,-966,-85,-191,232,116,24,-962,-90,-174,79,85,-43,0,15,2,2273,live,unknown
2462625124,19999,1,69,61,1,-960,-84,-172,-79,-214,-55,-963,-77,-199,79,85,-43,0,7,1,8057,live,unknown
2462647745,22621,1,69,62,1,-960,-84,-207,323,433,67,-968,-78,-176,159,330,73,0,15,2622,6491,live,unknown
2462669113,21368,1,69,63,1,-974,-69,-172,-104,31,122,-973,-72,-189,-183,-49,153,0,15,3990,3977,live,unknown
2462688227,19114,1,69,64,1,-973,-76,-200,-195,43,159,-973,-77,-201,-183,79,177,0,15,3104,3554,live,unknown
2462706925,18698,1,69,65,1,-972,-79,-200,-146,43,165,-970,-80,-201,-116,-6,159,0,15,1802,3714,live,unknown
2462725713,18788,1,69,66,1,-968,-78,-201,-104,-31,183,-968,-72,-199,-116,-49,220,0,15,590,3613,live,unknown
2462745157,19444,1,69,67,1,-970,-70,-199,-128,-61,238,-973,-72,-200,-110,-55,232,0,15,34,2967,live,unknown
2462765125,19968,1,69,68,1,-974,-76,-200,-61,-37,208,-973,-79,-198,-37,-43,201,0,15,2,1802,live,unknown
2462785125,20000,1,69,69,1,-975,-79,-196,-67,-55,232,-973,-79,-198,-37,-43,201,0,3,2,8079,live,unknown
2462807929,22804,1,69,70,1,-977,-76,-194,-55,-122,232,-979,-73,-192,-49,-183,232,0,15,2806,5994,live,unknown
2462829304,21375,1,69,71,1,-981,-73,-192,-67,-244,269,-980,-76,-191,-61,-287,317,0,15,4181,3269,live,unknown
2462847841,18537,1,69,72,1,-978,-81,-190,-61,-305,366,-974,-84,-191,-122,-323,391,0,15,2718,3573,live,unknown
2462866645,18804,1,69,73,1,-970,-86,-190,-171,-342,403,-967,-85,-187,-287,-330,415,0,15,1522,3518,live,unknown
2462885704,19059,1,69,74,1,-970,-86,-190,-531,-323,421,-977,-91,-202,-494,-354,354,0,15,581,3269,live,unknown
2462905125,19421,1,69,75,1,-976,-86,-204,-360,-92,177,-975,-69,-194,-360,92,12,0,15,2,2523,live,unknown
2462925124,19999,1,69,76,1,-978,-52,-185,-421,140,-98,-980,-44,-183,-372,110,-189,0,15,1,1330,live,unknown
2462945125,20001,1,69,77,1,-983,-57,-189,-189,31,-385,-980,-44,-183,-372,110,-189,0,3,2,8045,live,unknown
2462967913,22788,1,69,78,1,-971,-72,-187,-122,165,-476,-966,-74,-183,-317,183,-458,0,15,2790,5598,live,unknown
2462989015,21102,1,69,79,1,-969,-82,-193,-555,104,-464,-973,-89,-207,-623,79,-580,0,15,3892,3238,live,unknown
2463007415,18400,1,69,80,1,-968,-85,-200,-781,146,-720,-959,-69,-184,-1129,-6,-677,0,15,2292,3529,live,unknown
2463026315,18900,1,69,81,1,-956,-49,-172,-1782,-43,-500,-965,-32,-161,-2789,580,-500,0,15,1192,3385,live,unknown
2463045215,18900,1,69,82,1,-990,-40,-175,-3094,1410,-848,-983,-38,-190,-1788,1971,-1270,0,15,92,3288,live,unknown
2463065125,19910,1,69,83,1,-920,8,-161,-293,2252,-989,-879,51,-114,-153,2008,-110,0,15,2,2168,live,unknown
2463085125,20000,1,69,84,1,-976,26,-224,-684,-842,1208,-879,51,-114,-153,2008,-110,0,3,2,8008,live,unknown
2463108113,22988,1,69,85,1,-1016,-170,-289,281,-256,458,-1006,-174,-230,-507,-134,43,0,15,2990,6070,live,unknown
2463130004,21891,1,69,86,1,-980,-146,-181,-1898,-543,0,-951,-106,-184,-2533,-745,250,0,15,4881,2923,live,unknown
2463148645,18641,1,69,87,1,-951,-78,-210,-1917,-500,336,-972,-60,-217,-793,-208,122,0,15,3522,3140,live,unknown
2463167434,18789,1,69,88,1,-987,-52,-215,67,-323,-104,-985,-57,-228,366,-635,-134,0,15,2311,3094,live,unknown
2463185719,18285,1,69,89,1,-975,-70,-245,250,-714,-18,-968,-82,-246,18,-464,49,0,15,596,3607,live,unknown
2463205156,19437,1,69,90,1,-966,-81,-227,-159,-159,-6,-967,-69,-205,-159,-31,-110,0,15,33,2865,live,unknown
2463225125,19969,1,69,91,1,-968,-55,-196,-12,-31,-189,-968,-42,-200,110,-12,-189,0,15,2,1693,live,unknown
2463245125,20000,1,69,92,1,-965,-41,-208,92,183,-43,-968,-42,-200,110,-12,-189,0,3,2,8078,live,unknown
2463267813,22688,1,69,93,1,-961,-58,-198,-293,201,-43,-958,-61,-200,-385,140,-31,0,15,2690,5952,live,unknown
2463289034,21221,1,69,94,1,-959,-62,-203,-519,55,85,-967,-70,-208,-592,-122,201,0,15,3911,3529,live,unknown
2463307634,18600,1,69,95,1,-973,-73,-216,-513,-183,183,-972,-64,-227,-220,122,-12,0,15,2511,3725,live,unknown
2463326641,19007,1,69,96,1,-967,-46,-232,281,677,-269,-969,-32,-225,726,1166,-397,0,15,1518,3522,live,unknown
2463345441,18800,1,69,97,1,-979,-38,-214,1019,1312,-427,-985,-59,-189,1038,1367,-580,0,15,318,3353,live,unknown
2463365125,19684,1,69,98,1,-987,-79,-165,671,1019,-867,-996,-94,-171,134,391,-1093,0,15,2,2523,live,unknown
2463385124,19999,1,69,99,1,-989,-107,-201,-67,-201,-439,-955,-125,-241,134,391,-1093,0,7,1,8090,live,unknown
2463408441,23317,1,69,100,1,-922,-114,-245,812,-598,354,-942,-91,-234,1282,-500,500,0,15,3318,6101,live,unknown
2463429915,21474,1,69,101,1,-968,-78,-227,1526,-317,446,-986,-70,-215,1556,-311,336,0,15,4792,3385,live,unknown
2463448615,18700,1,69,102,1,-987,-67,-215,1880,-500,311,-976,-68,-216,2258,-482,311,0,15,3492,3478,live,unknown
2463467415,18800,1,69,103,1,-969,-68,-202,2191,-287,269,-971,-64,-177,1691,-183,128,0,15,2292,3478,live,unknown
2463486215,18800,1,69,104,1,-975,-55,-161,1129,-378,31,-973,-49,-170,793,-665,79,0,15,1092,3480,live,unknown
2463505125,18910,1,69,105,1,-965,-52,-188,702,-677,189,-956,-58,-194,549,-452,269,0,15,2,3308,live,unknown
2463525125,20000,1,69,106,1,-955,-62,-187,201,-281,311,-962,-66,-185,-140,-299,348,0,15,2,2056,live,unknown
2463545125,20000,1,69,107,1,-964,-69,-196,-232,-214,366,-962,-66,-185,-140,-299,348,0,3,2,8008,live,unknown
2463568119,22994,1,69,108,1,-975,-50,-186,-330,-61,360,-981,-48,-190,-317,-153,317,0,15,2996,5996,live,unknown
2463589638,21519,1,69,109,1,-980,-50,-193,-262,-244,256,-976,-53,-195,-275,-299,232,0,15,4515,3221,live,unknown
2463608438,18800,1,69,110,1,-976,-57,-197,-323,-275,226,-978,-66,-200,-244,-183,208,0,15,3315,3221,live,unknown
