time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
962313818,0,1,51,0,0,-929,268,-243,-336,49,61,-926,267,-242,-421,43,37,0,15,2,3287,live,unknown
962333818,20000,1,51,1,0,-926,266,-250,-305,98,37,-925,260,-257,-55,146,-6,0,15,2,2143,live,unknown
962353818,20000,1,51,2,0,-919,256,-249,104,153,31,-925,260,-257,-55,146,-6,0,3,2,8133,live,unknown
962376223,22405,1,51,3,0,-925,263,-251,208,18,55,-931,266,-252,244,6,12,0,15,2407,6574,live,unknown
962397219,20996,1,51,4,0,-933,269,-254,354,-37,-6,-930,266,-254,531,-67,-12,0,15,3403,4384,live,unknown
962416213,18994,1,51,5,0,-924,264,-252,507,-31,-31,-922,267,-251,323,61,-37,0,15,2397,4159,live,unknown
962434913,18700,1,51,6,0,-922,270,-251,159,128,0,-923,268,-251,18,153,55,0,15,1097,4259,live,unknown
962453817,18904,1,51,7,0,-925,263,-251,-79,128,92,-927,259,-250,-116,79,104,0,15,1,4155,live,unknown
962473818,20001,1,51,8,0,-929,256,-250,-159,55,98,-931,258,-251,-214,79,79,0,15,2,2877,live,unknown
962493818,20000,1,51,9,0,-931,260,-254,-256,128,79,-929,260,-257,-287,140,61,0,15,2,1632,live,unknown
962513818,20000,1,51,10,0,-930,262,-256,-336,122,31,-929,260,-257,-287,140,61,0,3,2,8116,live,unknown
962537862,24044,1,51,11,0,-930,266,-254,-220,-6,12,-930,266,-253,-238,-49,24,0,15,4046,4515,live,unknown
962558010,20148,1,51,12,0,-931,266,-254,-195,-85,31,-929,265,-253,-183,-61,43,0,15,4194,3142,live,unknown
962575913,17903,1,51,13,0,-930,265,-248,-275,-6,31,-929,266,-246,-269,6,31,0,15,2097,4038,live,unknown
962594405,18492,1,51,14,0,-924,261,-246,-281,67,55,-921,256,-246,-397,195,73,0,15,589,4351,live,unknown
962613818,19413,1,51,15,0,-923,255,-242,-446,256,37,-925,257,-243,-421,189,12,0,15,2,3755,live,unknown
962633817,19999,1,51,16,0,-927,255,-248,-385,122,43,-928,255,-250,-494,153,49,0,15,1,2467,live,unknown
962653818,20001,1,51,17,0,-926,262,-250,-690,281,12,-926,272,-253,-494,153,49,0,7,2,8099,live,unknown
962676495,22677,1,51,18,0,-925,268,-249,-281,330,98,-930,264,-228,-275,201,85,0,15,2679,6736,live,unknown
962698129,21634,1,51,19,0,-928,262,-224,-238,98,43,-919,258,-249,-43,323,-67,0,15,4313,3799,live,unknown
962716513,18384,1,51,20,0,-919,262,-270,232,635,-195,-927,269,-257,360,568,-171,0,15,2697,4266,live,unknown
962735843,19330,1,51,21,0,-933,277,-238,55,256,-49,-933,283,-242,-305,67,31,0,15,2027,3735,live,unknown
962754232,18389,1,51,22,0,-929,281,-257,-305,67,-12,-925,277,-266,-189,116,-43,0,15,416,4143,live,unknown
962773818,19586,1,51,23,0,-923,273,-267,-183,49,-12,-924,269,-265,-177,-61,49,0,15,2,3232,live,unknown
962793818,20000,1,51,24,0,-926,266,-264,-43,-153,104,-929,266,-265,232,-214,116,0,15,2,1971,live,unknown
962813817,19999,1,51,25,0,-930,269,-259,970,-525,-6,-929,266,-265,232,-214,116,0,3,1,8099,live,unknown
962836541,22724,1,51,26,0,-905,283,-234,433,-262,-43,-910,281,-249,-146,12,12,0,15,2725,6314,live,unknown
962857905,21364,1,51,27,0,-920,264,-258,-220,122,43,-922,250,-249,-256,134,146,0,15,4089,3570,live,unknown
962876346,18441,1,51,28,0,-925,254,-248,-323,92,220,-929,265,-256,-189,153,140,0,15,2530,3956,live,unknown
962895320,18974,1,51,29,0,-928,267,-258,-31,275,-43,-925,268,-260,-55,397,-183,0,15,1504,3830,live,unknown
962914205,18885,1,51,30,0,-925,275,-261,-92,488,-214,-928,279,-258,-6,464,-201,0,15,389,3572,live,unknown
962933818,19613,1,51,31,0,-929,274,-240,61,378,-250,-929,270,-240,12,311,-391,0,15,2,2764,live,unknown
962953856,20038,1,51,32,0,-927,266,-270,269,476,-568,-928,258,-279,635,684,-647,0,15,40,1519,live,unknown
962973818,19962,1,51,33,0,-935,257,-233,31,372,-525,-928,258,-279,635,684,-647,0,3,2,8129,live,unknown
962996432,22614,1,51,34,0,-931,266,-266,220,476,-769,-929,262,-269,366,458,-842,0,15,2616,5849,live,unknown
963017432,21000,1,51,35,0,-929,258,-272,342,366,-830,-928,257,-274,409,281,-818,0,15,3616,3593,live,unknown
