time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
467236218,0,1,16,0,0,-972,44,-248,-61,-580,171,-979,31,-238,140,-543,43,0,15,2,3022,live,unknown
467256218,20000,1,16,1,0,-983,26,-229,354,-568,-104,-981,31,-227,397,-623,-226,0,15,2,1766,live,unknown
467276217,19999,1,16,2,0,-964,78,-231,287,-671,-256,-981,31,-227,397,-623,-226,0,3,1,8160,live,unknown
467298740,22523,1,16,3,0,-974,113,-223,647,-891,-134,-981,107,-219,873,-995,-110,0,15,2524,6139,live,unknown
467319725,20985,1,16,4,0,-980,89,-214,989,-1044,-171,-974,76,-213,989,-1013,-232,0,15,3509,3907,live,unknown
467338528,18803,1,16,5,0,-971,76,-211,909,-1001,-201,-966,83,-210,739,-983,-153,0,15,2312,3902,live,unknown
467357321,18793,1,16,6,0,-960,85,-214,500,-934,-85,-955,73,-219,275,-769,-98,0,15,1105,3909,live,unknown
467376217,18896,1,16,7,0,-955,56,-209,177,-598,-171,-955,58,-209,67,-507,-201,0,15,1,3808,live,unknown
467396257,20040,1,16,8,0,-960,74,-252,18,-146,-165,-968,83,-285,226,299,-122,0,15,41,2542,live,unknown
467416217,19960,1,16,9,0,-974,96,-270,73,348,-67,-975,114,-255,-201,116,-43,0,15,1,1365,live,unknown
467436218,20001,1,16,10,0,-966,136,-268,-226,452,-238,-975,114,-255,-201,116,-43,0,3,2,8143,live,unknown
467458813,22595,1,16,11,0,-950,97,-244,-262,610,-323,-947,73,-238,-140,531,-391,0,15,2597,5604,live,unknown
467479290,20477,1,16,12,0,-947,59,-240,-134,494,-433,-945,54,-240,-348,586,-525,0,15,3074,3936,live,unknown
467498113,18823,1,16,13,0,-949,54,-227,-439,653,-635,-957,52,-209,-232,543,-720,0,15,1897,3916,live,unknown
467516894,18781,1,16,14,0,-964,53,-205,-24,403,-763,-969,60,-213,-140,372,-775,0,15,678,3823,live,unknown
467536217,19323,1,16,15,0,-974,71,-223,-507,366,-714,-980,81,-232,-739,323,-537,0,15,1,3293,live,unknown
467556218,20001,1,16,16,0,-984,84,-234,-671,214,-360,-985,76,-232,-464,79,-281,0,15,2,2040,live,unknown
