time_us,dt_us,session_id,trial_id,sample_index,phase,jaw_ax_mg,jaw_ay_mg,jaw_az_mg,jaw_gx_cdeg_s,jaw_gy_cdeg_s,jaw_gz_cdeg_s,ref_ax_mg,ref_ay_mg,ref_az_mg,ref_gx_cdeg_s,ref_gy_cdeg_s,ref_gz_cdeg_s,label,ready_mask,late_us,read_span_us,target_name,target_type
202913127,0,1,7,0,0,-905,-312,-278,-281,-232,-98,-842,505,-208,110,183,-171,0,15,67149,889,live,unknown
202935783,22656,1,7,1,0,-902,-321,-275,-317,-238,-128,-836,502,-187,-220,220,-385,0,15,12700,877,live,unknown
202959183,23400,1,7,2,0,-898,-316,-276,-317,-262,-98,-826,511,-218,317,1093,-244,0,15,13400,877,live,unknown
202982482,23299,1,7,3,0,-903,-307,-279,-256,-299,-49,-845,514,-212,-275,-6,-195,0,15,13278,918,live,unknown
203005666,23184,1,7,4,0,-915,-297,-273,-287,-360,-79,-839,515,-233,-372,586,-446,0,15,13205,877,live,unknown
203028858,23192,1,7,5,0,-917,-299,-272,-409,-403,-159,-842,495,-211,-311,458,-427,0,15,13132,931,live,unknown
203052266,23408,1,7,6,0,-919,-308,-263,-586,-446,-250,-847,495,-217,-421,452,-476,0,15,13468,877,live,unknown
203075566,23300,1,7,7,0,-920,-319,-257,-586,-470,-201,-853,492,-225,-378,635,-647,0,15,13300,877,live,unknown
203099081,23515,1,7,8,0,-921,-318,-252,-641,-513,-262,-851,486,-225,-61,549,-824,0,15,13492,922,live,unknown
203122474,23393,1,7,9,0,-916,-322,-247,-623,-482,-293,-846,479,-228,12,549,-610,0,15,13385,938,live,unknown
203145663,23189,1,7,10,0,-920,-323,-244,-415,-488,-195,-855,478,-230,-134,653,-500,0,15,13220,877,live,unknown
203169080,23417,1,7,11,0,-921,-308,-240,-244,-507,-134,-856,469,-217,-385,146,-397,0,15,13389,933,live,unknown
203192395,23315,1,7,12,0,-922,-305,-237,-195,-537,-134,-842,488,-251,-269,861,-183,0,15,13331,900,live,unknown
203215695,23300,1,7,13,0,-921,-328,-234,-183,-555,-128,-858,466,-218,-592,-73,-366,0,15,13300,900,live,unknown
203238995,23300,1,7,14,0,-915,-324,-231,-98,-500,-92,-854,472,-243,-409,317,-256,0,15,13300,900,live,unknown
203262186,23191,1,7,15,0,-912,-331,-226,104,-433,-31,-862,463,-251,-146,446,-183,0,15,13186,911,live,unknown
203285574,23388,1,7,16,0,-911,-314,-221,171,-409,12,-855,465,-233,24,317,-336,0,15,13374,938,live,unknown
203308527,22953,1,7,17,0,-910,-298,-222,208,-452,-49,-848,468,-241,-128,500,-330,0,15,12940,889,live,unknown
203331514,22987,1,7,18,0,-911,-290,-220,208,-397,-116,-853,460,-236,49,348,-397,0,15,13000,938,live,unknown
203354483,22969,1,7,19,0,-911,-301,-212,244,-385,-146,-848,461,-243,49,421,-494,0,15,13000,877,live,unknown
203377787,23304,1,7,20,0,-908,-312,-196,140,-403,-244,-850,458,-255,116,269,-342,0,15,13287,910,live,unknown
203399983,22196,1,7,21,0,-912,-320,-182,153,-537,-250,-846,461,-254,299,85,-140,0,15,12213,876,live,unknown
203423095,23112,1,7,22,0,-914,-333,-201,18,-696,-372,-829,459,-248,189,37,336,0,15,13100,900,live,unknown
203445912,22817,1,7,23,0,-909,-311,-232,-61,-323,-311,-836,461,-255,244,256,317,0,15,12800,877,live,unknown
203468888,22976,1,7,24,0,-896,-329,-230,-562,189,-604,-828,489,-245,-250,818,-458,0,15,13000,887,live,unknown
203491045,22157,1,7,25,0,-895,-341,-216,-1544,934,-842,-828,490,-247,-696,818,-690,0,15,12132,939,live,unknown
203514283,23238,1,7,26,0,-895,-339,-211,-2283,1074,-1099,-850,477,-272,-745,885,-610,0,15,13268,877,live,unknown
203537583,23300,1,7,27,0,-880,-357,-242,-3699,1727,-2362,-747,513,-170,-1416,1050,-812,0,15,13300,877,live,unknown
203561004,23421,1,7,28,0,-892,-376,-229,-3973,3076,-2838,-806,506,-242,-708,2014,-1398,0,15,13400,918,live,unknown
203582709,21705,1,7,29,0,-898,-362,-264,-2478,3503,-2264,-922,396,-327,1099,293,-439,0,15,11726,877,live,unknown
203606183,23474,1,7,30,0,-889,-317,-280,-873,3766,-1300,-906,407,-273,-525,433,85,0,15,13474,877,live,unknown
203629483,23300,1,7,31,0,-878,-325,-294,-439,3802,-1227,-849,466,-244,-739,1471,336,0,15,13300,877,live,unknown
203652782,23299,1,7,32,0,-880,-321,-312,-848,3680,-1788,-808,514,-298,24,385,330,0,15,13300,875,live,unknown
203676082,23300,1,7,33,0,-860,-373,-319,-446,3400,-1721,-853,457,-280,-110,153,183,0,15,13280,919,live,unknown
203699394,23312,1,7,34,0,-853,-408,-349,159,2429,-970,-852,452,-276,18,232,-360,0,15,13320,902,live,unknown
203722579,23185,1,7,35,0,-859,-391,-369,287,934,-214,-815,527,-279,183,244,464,0,15,13201,873,live,unknown
203745309,22730,1,7,36,0,-853,-396,-368,6,629,-281,-866,401,-276,-476,201,-226,0,15,12699,933,live,unknown
203768278,22969,1,7,37,0,-863,-385,-349,-256,336,-391,-853,456,-274,-293,299,-305,0,15,13000,871,live,unknown
203791778,23500,1,7,38,0,-874,-369,-345,-189,18,-140,-849,436,-296,-616,110,226,0,15,13500,871,live,unknown
203814894,23116,1,7,39,0,-876,-367,-348,-305,-879,-12,-847,456,-293,-439,-67,287,0,15,13100,902,live,unknown
203838059,23165,1,7,40,0,-865,-360,-385,-543,-2661,208,-880,419,-276,-592,-1208,928,0,15,13180,872,live,unknown
203881115,43056,1,7,41,1,-1025,-364,-107,1941,-10675,2765,-905,421,-239,-446,-1038,2795,0,15,13492,923,live,unknown
203905086,23971,1,7,42,1,-853,-311,-346,4773,-244,2661,-724,631,-261,1123,220,1465,0,15,33513,912,live,unknown
203928481,23395,1,7,43,1,-841,-374,-295,1959,494,629,-765,573,-169,-220,1807,-873,0,15,13387,931,live,unknown
203951794,23313,1,7,44,1,-866,-422,-242,824,-775,769,-854,468,-257,-1447,-49,-1141,0,15,13328,901,live,unknown
203975282,23488,1,7,45,1,-870,-406,-238,867,-775,665,-848,462,-325,-305,-775,-153,0,15,13500,876,live,unknown
203998782,23500,1,7,46,1,-878,-373,-260,470,-446,330,-817,496,-275,677,177,116,0,15,13500,875,live,unknown
204021627,22845,1,7,47,1,-889,-373,-255,214,-201,110,-836,498,-236,360,-67,-439,0,15,12815,889,live,unknown
204044488,22861,1,7,48,1,-899,-363,-245,79,-104,67,-837,491,-264,-317,0,-525,0,15,12885,886,live,unknown
204067361,22873,1,7,49,1,-904,-329,-257,-12,-317,43,-857,485,-301,226,-397,-256,0,15,12879,876,live,unknown
